pitcher,game_date,IP,ER,R,H,BB,SO,Pit,rest_days,opp_ops,is_home,avg_ip_last3,avg_er_last3,opp_team,Team,season_era,season_whip,hand
Keider Montero,2024/10/9 00:00,1,0,0,0,0,0,6,4,0.703,1,2,0.33,CLE,,4.76,1.33,R
Kenny Rosenberg,2024/7/11 00:00,6,6,6,8,3,4,95,5,0.687,1,6,6,SEA,,6,1.5,L
Kenny Rosenberg,2024/7/20 00:00,4,1,1,4,1,3,69,9,0.694,0,5,3.5,OAK,,6,1.5,L
Kenny Rosenberg,2024/7/25 00:00,3.1,6,6,6,1,1,65,5,0.694,1,4.37,4.33,OAK,,6,1.5,L
Kenny Rosenberg,2024/8/13 00:00,5,1,1,2,2,4,78,19,0.703,1,4.03,2.67,TOR,,6,1.5,L
Kenny Rosenberg,2024/9/18 00:00,1.1,0,1,1,0,1,17,36,0.618,1,3.07,2.33,CWS,,6,1.5,L
Kenny Rosenberg,2024/9/20 00:00,1.1,2,2,3,1,0,31,2,0.741,0,2.4,1,HOU,,6,1.5,L
Kenny Rosenberg,2024/9/26 00:00,3,0,0,4,0,4,48,6,0.618,0,1.73,0.67,CWS,,6,1.5,L
Kenta Maeda,2024/3/30 00:00,3.1,6,6,7,1,2,71,5,0.618,0,3.1,6,CWS,,6.09,1.38,R
Kenta Maeda,2024/4/6 00:00,5.2,3,3,2,4,3,87,7,0.694,1,4.15,4.5,OAK,,6.09,1.38,R
Kenta Maeda,2024/4/13 00:00,6,1,2,5,0,5,87,7,0.726,1,4.77,3.33,MIN,,6.09,1.38,R
Kenta Maeda,2024/4/18 00:00,2.2,5,6,7,2,2,63,5,0.686,1,4.47,3,TEX,,6.09,1.38,R
Kenta Maeda,2024/4/23 00:00,5,0,0,3,0,5,88,5,0.669,0,4.4,2,TB,,6.09,1.38,R
Kenta Maeda,2024/5/1 00:00,6,1,1,4,0,5,79,8,0.703,1,4.4,2,STL,,6.09,1.38,R
Kenta Maeda,2024/5/7 00:00,2,7,7,5,3,1,59,6,0.703,0,4.33,2.67,CLE,,6.09,1.38,R
Kenta Maeda,2024/5/24 00:00,5,0,0,4,0,1,74,17,0.703,1,4.33,2.67,TOR,,6.09,1.38,R
Kenta Maeda,2024/5/31 00:00,4.2,5,5,8,2,6,85,7,0.741,0,3.73,4,BOS,,6.09,1.38,R
Kenta Maeda,2024/6/11 00:00,4,1,1,1,4,5,77,11,0.684,1,4.4,2,WSH,,6.09,1.38,R
Kenta Maeda,2024/6/16 00:00,5,4,4,5,2,1,94,5,0.741,0,4.4,3.33,HOU,,6.09,1.38,R
Kenta Maeda,2024/6/22 00:00,4.2,3,3,8,0,5,92,6,0.618,1,4.4,2.67,CWS,,6.09,1.38,R
Kenta Maeda,2024/6/28 00:00,5.1,2,2,6,1,4,87,6,0.671,0,4.77,3,LAA,,6.09,1.38,R
Kenta Maeda,2024/7/4 00:00,3.2,9,9,9,3,3,88,6,0.726,0,4.17,4.67,MIN,,6.09,1.38,R
Kenta Maeda,2024/7/9 00:00,2.2,6,6,7,1,2,49,5,0.703,1,3.5,5.67,CLE,,6.09,1.38,R
Kenta Maeda,2024/7/14 00:00,3.2,0,0,1,0,5,55,5,0.781,1,2.87,5,LAD,,6.09,1.38,R
Kenta Maeda,2024/7/20 00:00,2,3,3,3,0,1,43,6,0.703,0,2.47,3,TOR,,6.09,1.38,R
Kenta Maeda,2024/7/28 00:00,5,1,1,5,0,4,83,8,0.726,1,3.4,1.33,MIN,,6.09,1.38,R
Kenta Maeda,2024/8/3 00:00,3.2,3,3,6,1,4,69,6,0.71,1,3.4,2.33,KC,,6.09,1.38,R
Kenta Maeda,2024/8/9 00:00,4.2,2,2,4,0,2,72,6,0.701,0,4.13,2,SF,,6.09,1.38,R
Kenta Maeda,2024/8/15 00:00,5.2,0,0,1,1,5,84,6,0.687,1,4.2,1.67,SEA,,6.09,1.38,R
Kenta Maeda,2024/8/22 00:00,5,6,6,9,2,5,89,7,0.71,0,4.8,2.67,CHC,,6.09,1.38,R
Kenta Maeda,2024/8/28 00:00,4.1,0,2,4,2,5,81,6,0.671,1,4.77,2,LAA,,6.09,1.38,R
Kenta Maeda,2024/9/5 00:00,1.2,0,0,0,0,1,22,8,0.745,0,3.43,2,SD,,6.09,1.38,R
Kenta Maeda,2024/9/8 00:00,2,0,0,3,0,2,26,3,0.694,0,2.43,0,OAK,,6.09,1.38,R
Kenta Maeda,2024/9/14 00:00,2,3,3,2,1,2,40,6,0.751,1,1.73,1,BAL,,6.09,1.38,R
Kenta Maeda,2024/9/20 00:00,2.1,0,0,0,0,5,23,6,0.751,0,2.03,1,BAL,,6.09,1.38,R
Kenta Maeda,2024/9/29 00:00,4.2,5,5,5,1,5,89,9,0.618,1,2.77,2.67,CWS,,6.09,1.38,R
Kevin Gausman,2024/3/31 00:00,4.1,1,1,2,0,6,69,5,0.669,0,4.1,1,TB,,3.83,1.22,R
Kevin Gausman,2024/4/6 00:00,1.1,5,6,4,2,0,51,6,0.761,0,2.6,3,NYY,,3.83,1.22,R
Kevin Gausman,2024/4/12 00:00,3.2,6,6,10,0,4,78,6,0.704,1,2.8,4,COL,,3.83,1.22,R
Kevin Gausman,2024/4/17 00:00,5,1,1,4,3,6,101,5,0.761,1,3.1,4,NYY,,3.83,1.22,R
Kevin Gausman,2024/4/23 00:00,6.2,0,3,7,1,2,99,6,0.71,0,4.8,2.33,KC,,3.83,1.22,R
Kevin Gausman,2024/4/28 00:00,7,1,1,5,0,5,93,5,0.781,1,6.07,0.67,LAD,,3.83,1.22,R
Kevin Gausman,2024/5/4 00:00,5.1,0,0,3,2,8,112,6,0.684,0,6.1,0.33,WSH,,3.83,1.22,R
Kevin Gausman,2024/5/11 00:00,3,6,7,10,2,6,86,7,0.726,1,5.03,2.33,MIN,,3.83,1.22,R
Kevin Gausman,2024/5/18 00:00,6,3,3,8,1,6,102,7,0.669,1,4.7,3,TB,,3.83,1.22,R
Kevin Gausman,2024/5/23 00:00,6,1,1,3,2,10,98,5,0.685,0,5,3.33,DET,,3.83,1.22,R
Kevin Gausman,2024/5/28 00:00,6,1,1,4,1,3,87,5,0.618,0,6,1.67,CWS,,3.83,1.22,R
Kevin Gausman,2024/6/3 00:00,6.1,6,6,6,1,3,97,6,0.751,1,6.03,2.67,BAL,,3.83,1.22,R
Kevin Gausman,2024/6/8 00:00,9,0,0,5,1,10,109,5,0.694,0,7.03,2.33,OAK,,3.83,1.22,R
Kevin Gausman,2024/6/14 00:00,5.1,3,3,8,0,6,99,6,0.703,1,6.73,3,CLE,,3.83,1.22,R
Kevin Gausman,2024/6/19 00:00,5.2,4,5,6,3,4,97,5,0.741,1,6.43,2.33,BOS,,3.83,1.22,R
Kevin Gausman,2024/6/25 00:00,6,3,4,5,1,5,96,6,0.741,0,5.43,3.33,BOS,,3.83,1.22,R
Kevin Gausman,2024/6/30 00:00,4.1,7,7,7,5,7,108,5,0.761,1,5.1,4.67,NYY,,3.83,1.22,R
Kevin Gausman,2024/7/5 00:00,6,2,2,6,2,10,104,5,0.687,0,5.37,4,SEA,,3.83,1.22,R
Kevin Gausman,2024/7/11 00:00,7,2,2,6,0,3,98,6,0.701,0,5.7,3.67,SF,,3.83,1.22,R
Kevin Gausman,2024/7/21 00:00,6.2,4,4,5,3,5,97,10,0.685,1,6.4,2.67,DET,,3.83,1.22,R
Kevin Gausman,2024/7/27 00:00,9,3,3,4,3,8,118,6,0.686,1,7.4,3,TEX,,3.83,1.22,R
Kevin Gausman,2024/8/2 00:00,4.2,4,5,8,3,2,93,6,0.761,0,6.47,3.67,NYY,,3.83,1.22,R
Kevin Gausman,2024/8/8 00:00,8,2,2,3,3,2,100,6,0.751,1,7.07,3,BAL,,3.83,1.22,R
Kevin Gausman,2024/8/13 00:00,7,0,0,6,2,5,106,5,0.671,0,6.4,2,LAA,,3.83,1.22,R
Kevin Gausman,2024/8/19 00:00,5,3,4,5,2,5,100,6,0.693,1,6.67,1.67,CIN,,3.83,1.22,R
Kevin Gausman,2024/8/25 00:00,7,1,1,2,0,10,94,6,0.671,1,6.33,1.33,LAA,,3.83,1.22,R
Kevin Gausman,2024/8/30 00:00,5.2,2,2,4,4,4,103,5,0.726,0,5.73,2,MIN,,3.83,1.22,R
Kevin Gausman,2024/9/6 00:00,6,3,3,6,3,5,109,7,0.724,0,6.07,2,ATL,,3.83,1.22,R
Kevin Gausman,2024/9/13 00:00,7,2,2,9,2,3,104,7,0.703,1,6.07,2.33,STL,,3.83,1.22,R
Kevin Gausman,2024/9/19 00:00,5,0,0,0,1,6,58,6,0.686,0,6,1.67,TEX,,3.83,1.22,R
Kevin Gausman,2024/9/25 00:00,6,1,1,4,3,3,93,6,0.741,1,6,1,BOS,,3.83,1.22,R
Kodai Senga,2024/7/26 00:00,5.1,2,2,2,1,9,73,5,0.724,1,5.1,2,ATL,,3.38,0.56,R
Kodai Senga,2024/10/5 00:00,2,1,1,1,1,3,31,71,0.75,0,3.55,1.5,PHI,,3.38,0.56,R
Kodai Senga,2024/10/13 00:00,1.1,3,3,2,4,0,30,8,0.781,0,2.73,2,LAD,,3.38,0.56,R
Kodai Senga,2024/10/20 00:00,1.2,3,3,3,2,1,34,7,0.781,0,1.43,2.33,LAD,,3.38,0.56,R
Kolby Allard,2024/7/28 00:00,4,3,3,6,0,1,63,5,0.703,1,4,3,CLE,,5,1.56,L
Kolby Allard,2024/8/3 00:00,4,1,1,2,2,4,65,6,0.687,0,4,2,SEA,,5,1.56,L
Kolby Allard,2024/8/8 00:00,5,1,1,6,0,3,59,5,0.777,0,4.33,1.67,AZ,,5,1.56,L
Kolby Allard,2024/8/25 00:00,5,2,2,8,0,5,81,17,0.71,0,4.67,1.33,KC,,5,1.56,L
Kolby Allard,2024/9/14 00:00,3,4,4,6,3,3,67,20,0.734,1,4.33,2.33,NYM,,5,1.56,L
Kolby Allard,2024/9/19 00:00,2,0,0,1,2,2,30,5,0.734,0,3.33,2,NYM,,5,1.56,L
Kolby Allard,2024/9/24 00:00,4,4,4,5,1,5,71,5,0.71,1,3,2.67,CHC,,5,1.56,L
Kumar Rocker,2024/9/12 00:00,4,1,1,3,2,7,74,5,0.687,0,4,1,SEA,,3.86,1.54,R
Kumar Rocker,2024/9/19 00:00,3,1,2,2,4,5,71,7,0.703,1,3.5,1,TOR,,3.86,1.54,R
Kumar Rocker,2024/9/26 00:00,4.2,3,3,7,0,2,73,7,0.694,0,3.73,1.67,OAK,,3.86,1.54,R
Kutter Crawford,2024/3/30 00:00,6,0,1,3,1,7,84,5,0.687,0,6,0,SEA,,4.36,1.12,R
Kutter Crawford,2024/4/5 00:00,4.2,1,1,2,3,5,90,6,0.671,0,5.1,0.5,LAA,,4.36,1.12,R
Kutter Crawford,2024/4/10 00:00,5,0,0,2,4,6,86,5,0.751,1,5.07,0.33,BAL,,4.36,1.12,R
Kutter Crawford,2024/4/15 00:00,5.2,0,0,2,0,6,92,5,0.703,1,4.8,0.33,CLE,,4.36,1.12,R
Kutter Crawford,2024/4/20 00:00,6,1,1,7,3,6,100,5,0.672,0,5.4,0.33,PIT,,4.36,1.12,R
Kutter Crawford,2024/4/26 00:00,6,3,4,10,0,4,85,6,0.71,1,5.73,1.33,CHC,,4.36,1.12,R
Kutter Crawford,2024/5/1 00:00,7,2,2,4,2,6,92,5,0.701,1,6.33,2,SF,,4.36,1.12,R
Kutter Crawford,2024/5/7 00:00,6,2,2,5,2,6,87,6,0.724,0,6.33,2.33,ATL,,4.36,1.12,R
Kutter Crawford,2024/5/13 00:00,6,4,4,7,1,6,101,6,0.669,1,6.33,2.67,TB,,4.36,1.12,R
Kutter Crawford,2024/5/18 00:00,5.2,1,1,6,2,5,99,5,0.703,0,5.73,2.33,STL,,4.36,1.12,R
Kutter Crawford,2024/5/24 00:00,4.1,6,6,7,2,4,89,6,0.729,1,5.1,3.67,MIL,,4.36,1.12,R
Kutter Crawford,2024/5/29 00:00,6,5,5,4,2,5,96,5,0.751,0,5.1,4,BAL,,4.36,1.12,R
Kutter Crawford,2024/6/4 00:00,6,4,6,5,2,5,87,6,0.724,1,5.37,5,ATL,,4.36,1.12,R
Kutter Crawford,2024/6/11 00:00,6,2,4,6,1,8,88,7,0.75,1,6,3.67,PHI,,4.36,1.12,R
Kutter Crawford,2024/6/16 00:00,6,3,3,3,1,9,84,5,0.761,1,6,3,NYY,,4.36,1.12,R
Kutter Crawford,2024/6/21 00:00,6.1,3,5,5,2,7,83,5,0.693,0,6.03,2.67,CIN,,4.36,1.12,R
Kutter Crawford,2024/6/26 00:00,1.1,0,0,0,2,2,22,5,0.703,1,4.4,2,TOR,,4.36,1.12,R
Kutter Crawford,2024/7/2 00:00,6,1,1,3,0,7,72,6,0.678,0,4.4,1.33,MIA,,4.36,1.12,R
Kutter Crawford,2024/7/7 00:00,7,0,0,4,0,4,68,5,0.761,0,4.7,0.33,NYY,,4.36,1.12,R
Kutter Crawford,2024/7/13 00:00,7,0,0,3,1,4,96,6,0.71,1,6.67,0.33,KC,,4.36,1.12,R
Kutter Crawford,2024/7/21 00:00,5,6,6,7,0,2,76,8,0.781,0,6.33,2,LAD,,4.36,1.12,R
Kutter Crawford,2024/7/27 00:00,4.2,5,5,8,0,5,78,6,0.761,1,5.4,3.67,NYY,,4.36,1.12,R
Kutter Crawford,2024/8/2 00:00,5.1,5,5,6,1,5,95,6,0.686,0,4.77,5.33,TEX,,4.36,1.12,R
Kutter Crawford,2024/8/7 00:00,3.2,6,6,5,4,3,85,5,0.71,0,4.17,5.33,KC,,4.36,1.12,R
Kutter Crawford,2024/8/13 00:00,5.1,4,4,3,1,4,67,6,0.686,1,4.47,5,TEX,,4.36,1.12,R
Kutter Crawford,2024/8/18 00:00,5.1,3,3,2,1,4,75,5,0.751,0,4.47,4.33,BAL,,4.36,1.12,R
Kutter Crawford,2024/8/24 00:00,5,2,2,3,2,3,88,6,0.777,1,5.07,3,AZ,,4.36,1.12,R
Kutter Crawford,2024/8/29 00:00,6.2,2,2,6,2,3,96,5,0.703,1,5.43,2.33,TOR,,4.36,1.12,R
Kutter Crawford,2024/9/3 00:00,6,2,2,1,2,8,93,5,0.734,0,5.73,2,NYM,,4.36,1.12,R
Kutter Crawford,2024/9/10 00:00,6.1,3,3,7,1,6,89,7,0.751,1,6.1,2.33,BAL,,4.36,1.12,R
Kutter Crawford,2024/9/15 00:00,4.1,4,4,6,2,7,92,5,0.761,0,5.4,3,NYY,,4.36,1.12,R
Kutter Crawford,2024/9/22 00:00,7.2,3,3,8,0,7,101,7,0.726,1,5.8,3.33,MIN,,4.36,1.12,R
Kutter Crawford,2024/9/28 00:00,4.1,6,6,5,4,6,86,6,0.669,1,5.13,4.33,TB,,4.36,1.12,R
Kyle Bradish,2024/5/2 00:00,4.2,1,1,4,2,5,84,5,0.761,1,4.2,1,NYY,,2.75,1.07,R
Kyle Bradish,2024/5/8 00:00,5,1,1,4,2,9,90,6,0.684,0,4.6,1,WSH,,2.75,1.07,R
Kyle Bradish,2024/5/15 00:00,4,2,2,4,2,3,85,7,0.703,1,4.4,1.33,TOR,,2.75,1.07,R
Kyle Bradish,2024/5/21 00:00,5,1,1,4,1,6,74,6,0.703,0,4.67,1.33,STL,,2.75,1.07,R
Kyle Bradish,2024/5/26 00:00,7,0,0,0,4,11,103,5,0.618,0,5.33,1,CWS,,2.75,1.07,R
Kyle Bradish,2024/6/1 00:00,2.2,5,5,7,3,6,76,6,0.669,1,4.73,2,TB,,2.75,1.07,R
Kyle Bradish,2024/6/8 00:00,6,0,0,1,0,9,88,7,0.669,0,5.07,1.67,TB,,2.75,1.07,R
Kyle Bradish,2024/6/14 00:00,5,2,2,3,1,4,74,6,0.75,1,4.4,2.33,PHI,,2.75,1.07,R
Kyle Freeland,2024/3/28 00:00,2.1,10,10,10,1,2,49,5,0.777,0,2.1,10,AZ,,5.24,1.41,L
Kyle Freeland,2024/4/2 00:00,3.1,7,7,9,3,2,76,5,0.71,0,2.6,8.5,CHC,,5.24,1.41,L
Kyle Freeland,2024/4/8 00:00,5,2,4,6,2,2,93,6,0.777,1,3.4,6.33,AZ,,5.24,1.41,L
Kyle Freeland,2024/4/14 00:00,5,4,4,7,2,3,95,6,0.703,0,4.37,4.33,TOR,,5.24,1.41,L
Kyle Freeland,2024/6/23 00:00,6,0,0,1,1,4,69,70,0.684,1,5.33,2,WSH,,5.24,1.41,L
Kyle Freeland,2024/6/30 00:00,6.2,2,2,7,2,3,80,7,0.618,0,5.73,2,CWS,,5.24,1.41,L
Kyle Freeland,2024/7/5 00:00,7,1,2,7,1,5,89,5,0.71,1,6.4,1,KC,,5.24,1.41,L
Kyle Freeland,2024/7/10 00:00,6.2,2,2,8,1,9,93,5,0.693,0,6.47,1.67,CIN,,5.24,1.41,L
Kyle Freeland,2024/7/20 00:00,6,2,3,5,1,4,89,10,0.701,1,6.4,1.67,SF,,5.24,1.41,L
Kyle Freeland,2024/7/26 00:00,4,6,6,8,1,8,83,6,0.701,0,5.4,3.33,SF,,5.24,1.41,L
Kyle Freeland,2024/7/31 00:00,7,1,1,6,0,6,91,5,0.671,0,5.67,3,LAA,,5.24,1.41,L
Kyle Freeland,2024/8/6 00:00,4.2,3,3,4,2,7,73,6,0.734,1,5.07,3.33,NYM,,5.24,1.41,L
Kyle Freeland,2024/8/11 00:00,3.2,3,3,4,1,1,65,5,0.724,1,4.8,2.33,ATL,,5.24,1.41,L
Kyle Freeland,2024/8/17 00:00,5,5,5,8,3,3,93,6,0.745,1,4.13,3.67,SD,,5.24,1.41,L
Kyle Freeland,2024/8/23 00:00,6.2,2,3,5,2,3,106,6,0.761,0,4.8,3.33,NYY,,5.24,1.41,L
Kyle Freeland,2024/8/28 00:00,6,2,2,6,1,5,91,5,0.678,1,5.73,3,MIA,,5.24,1.41,L
Kyle Freeland,2024/9/3 00:00,5,1,2,6,0,5,79,6,0.724,0,5.73,1.67,ATL,,5.24,1.41,L
Kyle Freeland,2024/9/8 00:00,6,0,1,3,0,4,89,5,0.729,0,5.67,1,MIL,,5.24,1.41,L
Kyle Freeland,2024/9/14 00:00,7,3,3,7,1,3,95,6,0.71,1,6,1.33,CHC,,5.24,1.41,L
Kyle Freeland,2024/9/20 00:00,6,4,4,7,0,2,86,6,0.781,0,6.33,2.33,LAD,,5.24,1.41,L
Kyle Freeland,2024/9/26 00:00,4.1,6,6,10,1,4,85,6,0.703,1,5.7,4.33,STL,,5.24,1.41,L
Kyle Gibson,2024/4/1 00:00,7,2,2,4,2,4,94,5,0.745,0,7,2,SD,,4.24,1.35,R
Kyle Gibson,2024/4/7 00:00,6,7,7,7,1,5,94,6,0.678,1,6.5,4.5,MIA,,4.24,1.35,R
Kyle Gibson,2024/4/13 00:00,6,4,4,6,3,2,95,6,0.777,0,6.33,4.33,AZ,,4.24,1.35,R
Kyle Gibson,2024/4/19 00:00,6,1,1,3,4,3,89,6,0.729,1,6,4,MIL,,4.24,1.35,R
Kyle Gibson,2024/4/24 00:00,6,1,1,5,2,6,88,5,0.777,1,6,2,AZ,,4.24,1.35,R
Kyle Gibson,2024/4/30 00:00,7,1,1,4,2,9,98,6,0.685,0,6.33,1,DET,,4.24,1.35,R
Kyle Gibson,2024/5/6 00:00,6,2,3,7,2,4,91,6,0.734,1,6.33,1.33,NYM,,4.24,1.35,R
Kyle Gibson,2024/5/11 00:00,5,2,2,3,4,7,104,5,0.729,0,6,1.67,MIL,,4.24,1.35,R
Kyle Gibson,2024/5/17 00:00,6,5,5,8,3,3,90,6,0.741,1,5.67,3,BOS,,4.24,1.35,R
Kyle Gibson,2024/5/22 00:00,4,0,3,5,0,3,84,5,0.751,1,5,2.33,BAL,,4.24,1.35,R
Kyle Gibson,2024/5/28 00:00,6,1,1,2,2,6,95,6,0.693,0,5.33,2,CIN,,4.24,1.35,R
Kyle Gibson,2024/6/3 00:00,5.2,3,3,5,3,8,96,6,0.741,0,5.07,1.33,HOU,,4.24,1.35,R
Kyle Gibson,2024/6/8 00:00,6,3,3,8,2,7,93,5,0.704,1,5.73,2.33,COL,,4.24,1.35,R
Kyle Gibson,2024/6/14 00:00,7,0,0,2,1,6,88,6,0.71,0,6.07,2,CHC,,4.24,1.35,R
Kyle Gibson,2024/6/26 00:00,4,4,4,4,5,4,87,12,0.724,1,5.67,2.33,ATL,,4.24,1.35,R
Kyle Gibson,2024/7/2 00:00,5,4,4,5,1,8,79,6,0.672,0,5.33,2.67,PIT,,4.24,1.35,R
Kyle Gibson,2024/7/7 00:00,5,3,3,9,2,8,96,5,0.684,0,4.67,3.67,WSH,,4.24,1.35,R
Kyle Gibson,2024/7/13 00:00,4,4,4,10,2,3,97,6,0.71,1,4.67,3.67,CHC,,4.24,1.35,R
Kyle Gibson,2024/7/20 00:00,6.2,1,1,3,2,6,100,7,0.724,0,5.07,2.67,ATL,,4.24,1.35,R
Kyle Gibson,2024/7/27 00:00,5,2,2,6,3,0,97,7,0.684,1,5.07,2.33,WSH,,4.24,1.35,R
Kyle Gibson,2024/8/3 00:00,7,4,4,5,1,7,96,7,0.71,0,6.07,2.33,CHC,,4.24,1.35,R
Kyle Gibson,2024/8/8 00:00,6,2,2,8,1,6,91,5,0.669,1,6,2.67,TB,,4.24,1.35,R
Kyle Gibson,2024/8/14 00:00,4.2,6,7,7,2,6,95,6,0.693,0,5.73,4,CIN,,4.24,1.35,R
Kyle Gibson,2024/8/21 00:00,5.1,2,2,7,2,5,84,7,0.729,1,5.1,3.33,MIL,,4.24,1.35,R
Kyle Gibson,2024/8/26 00:00,4.1,7,7,5,4,2,90,5,0.745,1,4.47,5,SD,,4.24,1.35,R
Kyle Gibson,2024/8/31 00:00,7,1,1,5,0,6,93,5,0.761,0,5.4,3.33,NYY,,4.24,1.35,R
Kyle Gibson,2024/9/7 00:00,6.2,0,0,3,3,9,112,7,0.687,1,5.77,2.67,SEA,,4.24,1.35,R
Kyle Gibson,2024/9/14 00:00,5.1,1,5,4,3,1,95,7,0.703,0,6.1,0.67,TOR,,4.24,1.35,R
Kyle Gibson,2024/9/20 00:00,6,3,4,6,3,2,78,6,0.703,1,5.77,1.33,CLE,,4.24,1.35,R
Kyle Gibson,2024/9/26 00:00,4,4,5,5,3,5,75,6,0.704,0,5.03,2.67,COL,,4.24,1.35,R
Kyle Harrison,2024/3/29 00:00,6,2,2,6,0,5,76,5,0.745,0,6,2,SD,,4.56,1.34,L
Kyle Harrison,2024/4/3 00:00,5,4,4,6,3,4,87,5,0.781,0,5.5,3,LAD,,4.56,1.34,L
Kyle Harrison,2024/4/9 00:00,6,3,3,5,0,8,93,6,0.684,1,5.67,3,WSH,,4.56,1.34,L
Kyle Harrison,2024/4/15 00:00,6,3,3,8,1,2,85,6,0.678,0,5.67,3.33,MIA,,4.56,1.34,L
Kyle Harrison,2024/4/20 00:00,4,3,3,6,1,5,74,5,0.777,1,5.33,3,AZ,,4.56,1.34,L
Kyle Harrison,2024/4/26 00:00,6,0,0,5,0,7,93,6,0.672,1,5.33,2,PIT,,4.56,1.34,L
Kyle Harrison,2024/5/2 00:00,5,1,1,3,5,7,95,6,0.741,0,5,1.33,BOS,,4.56,1.34,L
Kyle Harrison,2024/5/7 00:00,7,0,0,4,2,2,86,5,0.704,0,6,0.33,COL,,4.56,1.34,L
Kyle Harrison,2024/5/12 00:00,5,3,3,3,5,5,98,5,0.693,1,5.67,1.33,CIN,,4.56,1.34,L
Kyle Harrison,2024/5/18 00:00,5,3,3,5,2,4,79,6,0.704,1,5.67,2,COL,,4.56,1.34,L
Kyle Harrison,2024/5/24 00:00,5,4,5,6,2,6,98,6,0.734,0,5,3.33,NYM,,4.56,1.34,L
Kyle Harrison,2024/5/29 00:00,5,4,4,12,1,5,102,5,0.75,1,5,3.67,PHI,,4.56,1.34,L
Kyle Harrison,2024/6/4 00:00,6,3,4,8,0,5,95,6,0.777,0,5.33,3.67,AZ,,4.56,1.34,L
Kyle Harrison,2024/6/10 00:00,6.1,1,1,4,0,3,77,6,0.741,1,5.7,2.67,HOU,,4.56,1.34,L
Kyle Harrison,2024/7/6 00:00,3.1,4,4,4,4,2,72,26,0.703,0,5.07,2.67,CLE,,4.56,1.34,L
Kyle Harrison,2024/7/12 00:00,5.1,1,1,5,1,3,83,6,0.726,1,4.77,2,MIN,,4.56,1.34,L
Kyle Harrison,2024/7/19 00:00,5,0,0,1,4,6,93,7,0.704,0,4.4,1.67,COL,,4.56,1.34,L
Kyle Harrison,2024/7/26 00:00,6.2,1,1,1,2,11,106,7,0.704,1,5.43,0.67,COL,,4.56,1.34,L
Kyle Harrison,2024/8/3 00:00,3.2,6,6,6,1,4,73,8,0.693,0,4.8,2.33,CIN,,4.56,1.34,L
Kyle Harrison,2024/8/8 00:00,4.2,2,2,5,0,3,61,5,0.684,0,4.53,3,WSH,,4.56,1.34,L
Kyle Harrison,2024/8/13 00:00,5,3,3,6,2,6,89,5,0.724,1,4.13,3.67,ATL,,4.56,1.34,L
Kyle Harrison,2024/8/19 00:00,6,1,1,5,2,5,98,6,0.618,1,5.07,2,CWS,,4.56,1.34,L
Kyle Harrison,2024/8/28 00:00,4.2,5,5,4,3,7,92,9,0.729,0,5.07,3,MIL,,4.56,1.34,L
Kyle Harrison,2024/9/3 00:00,2.2,6,6,7,1,3,73,6,0.777,1,4.13,4,AZ,,4.56,1.34,L
Kyle Hendricks,2024/3/30 00:00,3.2,5,5,9,2,2,72,5,0.686,0,3.2,5,TEX,,5.92,1.45,R
Kyle Hendricks,2024/4/5 00:00,4,5,5,8,2,4,83,6,0.781,1,3.6,5,LAD,,5.92,1.45,R
Kyle Hendricks,2024/4/10 00:00,5,7,7,9,0,2,83,5,0.745,0,4.07,5.67,SD,,5.92,1.45,R
Kyle Hendricks,2024/4/16 00:00,4.1,7,7,5,3,3,78,6,0.777,0,4.37,6.33,AZ,,5.92,1.45,R
Kyle Hendricks,2024/4/21 00:00,4,4,4,6,0,5,56,5,0.678,1,4.37,6,MIA,,5.92,1.45,R
Kyle Hendricks,2024/5/12 00:00,5,1,1,2,4,5,94,21,0.672,0,4.37,4,PIT,,5.92,1.45,R
Kyle Hendricks,2024/5/17 00:00,4.2,7,8,11,0,4,89,5,0.672,1,4.4,4,PIT,,5.92,1.45,R
Kyle Hendricks,2024/5/23 00:00,2,2,2,4,1,1,33,6,0.724,1,3.73,3.33,ATL,,5.92,1.45,R
Kyle Hendricks,2024/5/29 00:00,3.2,3,3,2,1,1,46,6,0.729,0,3.13,4,MIL,,5.92,1.45,R
Kyle Hendricks,2024/6/2 00:00,3,0,0,3,2,3,45,4,0.693,1,2.73,1.67,CIN,,5.92,1.45,R
Kyle Hendricks,2024/6/6 00:00,1.1,0,0,1,0,0,17,4,0.693,0,2.43,1,CIN,,5.92,1.45,R
Kyle Hendricks,2024/6/14 00:00,4.1,0,0,2,0,1,58,8,0.703,1,2.73,0,STL,,5.92,1.45,R
Kyle Hendricks,2024/6/19 00:00,5.2,1,1,2,1,8,75,5,0.701,1,3.47,0.33,SF,,5.92,1.45,R
Kyle Hendricks,2024/6/25 00:00,7,2,2,5,1,4,100,6,0.701,0,5.43,1,SF,,5.92,1.45,R
Kyle Hendricks,2024/6/30 00:00,3.2,7,7,7,1,3,68,5,0.729,0,5.13,3.33,MIL,,5.92,1.45,R
Kyle Hendricks,2024/7/6 00:00,2,2,2,4,2,1,43,6,0.671,1,4.07,3.67,LAA,,5.92,1.45,R
Kyle Hendricks,2024/7/12 00:00,7,0,0,5,1,3,90,6,0.703,0,4.07,3,STL,,5.92,1.45,R
Kyle Hendricks,2024/7/20 00:00,5,3,3,3,3,2,84,8,0.777,1,4.67,1.67,AZ,,5.92,1.45,R
